run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260403T074418-k6-d8-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T07:44:18,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,6,8,1,1,2,320,1234,0.642402453911,0.939667,0.631674,30,3,0,true,0,warm,1.0e-06,0.4198747645515427,0.17646267368438276
20260403T074418-k6-d8-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T07:44:18,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,6,8,2,1,2,320,1234,0.695667219631,0.003589,0.001583,131,3,8,true,0,warm,1.0e-06,0.33423195545925555;0.485060079996835,0.1951225489457417;0.13181402892650165
20260403T074418-k6-d8-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T07:44:18,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,6,8,3,1,2,320,1234,0.728416690696,0.004374,0.004115,49,3,10,true,0,warm,1.0e-06,0.2945870735553931;0.4279245921304386;0.46428441048709485,0.19582878368472154;0.16152122030015487;0.11234200078832358
20260403T074418-k6-d8-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T07:44:18,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,6,8,4,1,2,640,1234,0.750860988265,0.062055,0.027130,241,3,14,true,0,warm,1.0e-06,0.2715368942656646;0.3932786701211253;0.4154402208182068;0.4516132010825776,0.19223006750822041;0.1641762973296262;0.1508945564664828;0.09936953417810894
20260403T074418-k6-d8-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T07:44:18,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,6,8,5,1,2,1280,1234,0.767488700480,0.489499,0.117722,301,3,18,true,0,warm,1.0e-06,0.2557593422013135;0.37270810623482353;0.3843845097220887;0.40375425979812896;0.44269482449890457,0.18883662352713387;0.1623854914410464;0.15607437797766124;0.14418668075333532;0.08971989801050824
20260403T074418-k6-d8-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T07:44:18,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,6,8,6,1,2,1280,1234,0.780370459676,9.309808,9.306087,1215,3,332,true,0,warm,1.0e-06,0.2445212117453572;0.35805239888590173;0.36599334989620175;0.37263754691497014;0.39357124571772295;0.4363614824093173,0.1858528046930044;0.1593615301163815;0.15592987189093416;0.1519613978673677;0.1385855663707753;0.08198526853423356
20260403T074418-k6-d8-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T07:44:18,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,6,8,7,1,2,1280,1234,0.790677447362,76.148459,76.130690,2627,3,46,true,0,warm,1.0e-06,0.23593097391579665;0.34659928294690817;0.3531462425304611;0.35468822948821505;0.36143140636691384;0.3861236252698206;0.432222195649157,0.1831031636720174;0.1562496182578073;0.1538433918857942;0.15368028680929322;0.14895725134185298;0.13348809890536015;0.07554697259697565
20260403T074418-k6-d8-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T07:44:18,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,6,8,8,1,2,1280,1234,0.798898303908,196.134961,94.890792,1397,3,12,true,0,warm,1.0e-06,0.2338356787520945;0.34474602776513485;0.3478451416688858;0.34999549489514303;0.35467813345703614;0.3725150179085177;0.4046152705995572;0.4401533382989635,0.1807024418517886;0.1578179108999062;0.15507457418705245;0.16026255024399744;0.16049619761215625;0.15180097091095118;0.12617668686103833;0.06297113699713036
20260403T074418-k6-d8-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T07:44:18,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,6,8,9,1,2,1280,1234,0.795336495435,348.651592,348.149985,418,3,10,true,0,warm,1.0e-06,0.23298405808513753;0.34430755325009654;0.3462105815733147;0.3505356579466928;0.3543445668655938;0.3720228855085933;0.4053852262541162;0.43556552925596165;0.44125602868118874,0.18144420470143513;0.1467196464266048;0.16909424124305636;0.16460366945114707;0.15163534956901542;0.14562282717471453;0.12547428364813615;0.08278218648432374;0.038361256794032045
20260403T074418-k6-d8-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T07:44:18,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,6,8,10,1,2,1280,1234,0.551620674166,1593.336198,474.421793,469,6,3,false,3,warm,1.0e-06,0.232896613948599;0.34412993548809057;0.3460006696727623;0.35067739333253595;0.35436699335069555;0.37195112075626774;0.4058319618373432;0.43532691145447894;0.4411412050774678;0.4411806756912468,0.1818317343639935;0.14749470575172152;0.16927365312387044;0.16503784620271708;0.15053376062081714;0.14456788531552786;0.12493604800569398;0.08234262737632926;0.038467109803712325;0.03804908012141557
20260403T074418-k6-d8-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T07:44:18,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,6,8,11,1,0,1280,1234,0.500000000000,25.244133,15.894417,1,1,0,true,0,warm,1.0e-05,0.232896613948599;0.34412993548809057;0.3460006696727623;0.35067739333253595;0.35436699335069555;0.37195112075626774;0.4058319618373432;0.43532691145447894;0.4411412050774678;0.4411806756912468;0.4411806756912468,0.1818317343639935;0.14749470575172152;0.16927365312387044;0.16503784620271708;0.15053376062081714;0.14456788531552786;0.12493604800569398;0.08234262737632926;0.038467109803712325;0.03804908012141557;0.03804908012141557
20260403T074418-k6-d8-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T07:44:18,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,6,8,12,1,0,1280,1234,0.500000000000,122.637941,77.132655,1,1,0,true,0,warm,1.0e-04,0.232896613948599;0.34412993548809057;0.3460006696727623;0.35067739333253595;0.35436699335069555;0.37195112075626774;0.4058319618373432;0.43532691145447894;0.4411412050774678;0.4411806756912468;0.4411806756912468;0.4411806756912468,0.1818317343639935;0.14749470575172152;0.16927365312387044;0.16503784620271708;0.15053376062081714;0.14456788531552786;0.12493604800569398;0.08234262737632926;0.038467109803712325;0.03804908012141557;0.03804908012141557;0.03804908012141557
